Account,Date,total_trades,net_volume,gross_volume,total_pnl,wins,losses,max_drawdown,num_trades,win_rate,timestamp,value,classification,date,sharpe_ratio,signal
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-01,3,-1040.0,1040.0,0.0,0,0,0.0,3,0.0,1738387800,68,Greed,2025-02-01,0.0,Sell
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,37,-801000.0,801000.0,0.0,0,0,0.0,37,0.0,1738474200,60,Greed,2025-02-02,0.0,Sell
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-03,25,1848.0,1848.0,10915.212,25,0,3.721095,25,1.0,1738560600,44,Fear,2025-02-03,2.2360679770418934,Buy
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-01,6,-1500.0,1500.0,0.0,0,0,0.0,6,0.0,1740807000,20,Extreme Fear,2025-03-01,0.0,Hold
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-03,16,10950.0,10950.0,17247.427499999998,10,0,0.0,16,1.0,1740979800,33,Fear,2025-03-03,2.1476026677036018,Buy
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-01,1,-90.0,90.0,0.0,0,0,0.0,1,0.0,1743485400,34,Fear,2025-04-01,0.0,Buy
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-02,1,-4000.0,4000.0,0.0,0,0,0.0,1,0.0,1743571800,44,Fear,2025-04-02,0.0,Buy
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-03,155,149524.0,149524.0,169132.29611,77,77,-1298.8288,155,0.5,1743658200,25,Fear,2025-04-03,2.2828776105749387,Buy
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-05-01,8,-900.0,900.0,0.0,0,0,0.0,8,0.0,1746077400,53,Neutral,2025-05-01,0.0,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-03,137,0.0,25984676.0,8244.241409,128,0,0.0,137,1.0,1704259800,70,Greed,2024-01-03,0.11021453614037474,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-04,48,0.0,9563392.0,2507.122467,40,1,-39.89049,48,0.975609756097561,1704346200,68,Greed,2024-01-04,0.03364707333398794,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-03,24,0.0,630982.0,1674.715167,21,0,0.0,24,1.0,1706938200,60,Greed,2024-02-03,0.022535753389448174,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-03,79,1.1638690011750441e-11,48774887.74,8361.086245,54,0,0.0,79,1.0,1709443800,83,Extreme Greed,2024-03-03,2.149096084812592,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,2,0.0,1476.0,126.7884,1,0,0.0,2,1.0,1709530200,82,Extreme Greed,2024-03-04,0.03287305726737958,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,7,-2.6645352591003757e-15,238.0,-13.844579999999999,1,2,-13.155237,7,0.3333333333333333,1709616600,90,Extreme Greed,2024-03-05,-0.004039731530905156,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-03,287,205063.0,36874369.92038,26773.771643,253,4,-0.02808,287,0.9844357976653697,1712122200,71,Greed,2024-04-03,2.3552253234116214,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-03,180,-205063.0,44987293.0,19791.026041,163,0,0.0,180,1.0,1714714200,48,Neutral,2024-05-03,1.6541571864482265,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-04,82,4.547473508864641e-13,201736.0,5296.433789,75,0,0.0,82,1.0,1714800600,67,Greed,2024-05-04,0.4337824861930009,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-05,2,0.0,8.0,0.916,1,0,0.0,2,1.0,1714887000,69,Greed,2024-05-05,7.485832352251942e-05,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-06-03,82,0.0,10955146.0,6814.825139,72,0,0.0,82,1.0,1717392600,73,Greed,2024-06-03,0.6129688013825431,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-05,1,-6.0,6.0,0.0,0,0,0.0,1,0.0,1720157400,29,Fear,2024-07-05,0.0,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-08-03,67,201.0,3448270.8,4271.886236,59,0,0.0,67,1.0,1722663000,37,Fear,2024-08-03,1.3671248110347165,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-08-04,2,0.0,11446.0,1218.4267,1,0,0.0,2,1.0,1722749400,34,Fear,2024-08-04,0.4067776145294109,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-08-05,3,6.0,218.0,1.56576,1,1,-3.17364,3,0.5,1722835800,26,Fear,2024-08-05,0.0005227597916395585,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-09-03,117,0.0,17984276.7,9949.501624,97,10,-69.5729,117,0.9065420560747663,1725341400,26,Fear,2024-09-03,2.3609302769709886,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-09-12,7,8.673617379884035e-18,2.1799999999999997,0.01574,3,0,0.0,7,1.0,1726119000,31,Fear,2024-09-12,3.7349677794785795e-06,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-03,42,0.0,32040.08,2482.9272,29,9,-504.6976,42,0.7631578947368421,1727933400,37,Fear,2024-10-03,0.5962468195391165,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-12,153,1.7763568394002505e-15,274064.906,3634.56814,147,0,0.0,153,1.0,1728711000,49,Neutral,2024-10-12,0.8898761211597189,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-11-03,42,0.0,139371.0,3588.179495,39,0,0.0,42,1.0,1730611800,74,Greed,2024-11-03,0.9767839848305766,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-11-12,23,-7.275957614183426e-12,93990.0,1567.4026840000001,8,3,-1149.124536,23,0.7272727272727273,1731389400,80,Extreme Greed,2024-11-12,1.0284813337509116,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-03,8,2.2737367544323206e-13,11404.0,3039.166,7,0,0.0,8,1.0,1733203800,76,Extreme Greed,2024-12-03,3.5238848554699427,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-04,93,4.6560089117519965e-11,17075094.6,2237.798674,71,15,-187.028816,93,0.8255813953488372,1733290200,78,Extreme Greed,2024-12-04,2.4982695551294247,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-12,52,-151661.0,635359.0,323.34897900000016,4,25,-109.721232,52,0.13793103448275862,1733981400,83,Extreme Greed,2024-12-12,0.25282573043112655,Hold
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-02,148,-412.0999999999767,6229817.5,9609.447365,114,1,-1.431,148,0.991304347826087,1735795800,70,Greed,2025-01-02,2.6436015525757552,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,53,0.0,190769.0,3429.9583199999997,50,0,0.0,53,1.0,1738387800,68,Greed,2025-02-01,0.9803173251794172,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,12,0.0,162730.0,948.6016900000001,11,0,0.0,12,1.0,1738560600,44,Fear,2025-02-03,0.2550241156444924,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,11,0.0,2599564.0,90.98474,9,0,0.0,11,1.0,1738647000,72,Greed,2025-02-04,0.02281163334027557,Sell
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-02,351,0.0,12174639.766,14982.681725,263,67,-437.42811,351,0.796969696969697,1740893400,26,Fear,2025-03-02,2.364696770829473,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-03,101,-1.1368683772161603e-13,713359.2,-370.250064,61,7,-180.096334,101,0.8970588235294118,1740979800,33,Fear,2025-03-03,-0.05774133174871575,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-02,76,1.1368683772161603e-13,397848.0,1985.815595,74,0,0.0,76,1.0,1743571800,44,Fear,2025-04-02,0.30710354228658615,Buy
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-05-02,20,0.0,64008.6,14.590934,15,0,0.0,20,1.0,1746163800,67,Greed,2025-05-02,0.002220156726565394,Sell
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-01,3,939.39,939.39,0.0,0,0,0.0,3,0.0,1735709400,66,Greed,2025-01-01,0.0,Sell
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-02-01,9,-245.96000000000004,2384.7,1008.518954,5,0,0.0,9,1.0,1738387800,68,Greed,2025-02-01,1.0478507147572347,Sell
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-01,26,-66.89000000000001,2205.63,937.789615,17,0,0.0,26,1.0,1740807000,20,Extreme Fear,2025-03-01,1.1362089165358487,Hold
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-05-01,7,-502.27,502.27,1093.05677,7,0,1.487783,7,1.0,1746077400,53,Neutral,2025-05-01,1.9741912102284702,Hold
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-02,18,-7252.0,7252.0,0.0,0,0,0.0,18,0.0,1735795800,70,Greed,2025-01-02,0.0,Sell
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-04,13,-33256.68759,33256.68759,4004.50286,12,0,0.0,13,1.0,1735968600,73,Greed,2025-01-04,2.6398941743538327,Sell
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-01,3,944.5,944.5,739.18423,3,0,0.312688,3,1.0,1738387800,68,Greed,2025-02-01,0.4802075234348945,Sell
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-02,30,-24003.1,24003.1,0.0,0,0,0.0,30,0.0,1738474200,60,Greed,2025-02-02,0.0,Sell
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-03,2,-5813.9,5813.9,0.0,0,0,0.0,2,0.0,1738560600,44,Fear,2025-02-03,0.0,Buy
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,7,25539.2,25539.2,8045.056928,7,0,33.79155,7,1.0,1738647000,72,Greed,2025-02-04,2.3081466626105587,Sell
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-02,119,8031.200000000001,32378.2,13770.715332,96,0,0.0,119,1.0,1740893400,26,Fear,2025-03-02,2.225453191484932,Buy
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-03,8,-5555.5,5555.5,0.0,0,0,0.0,8,0.0,1740979800,33,Fear,2025-03-03,0.0,Buy
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-04,85,-151527.59419,151875.60581,0.0,0,0,0.0,85,0.0,1741066200,15,Extreme Fear,2025-03-04,0.0,Hold
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-02,45,-20138.0,20138.0,0.0,0,0,0.0,45,0.0,1743571800,44,Fear,2025-04-02,0.0,Buy
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-03,16,6735.200000000001,19080.8,6939.47356,13,0,0.0,16,1.0,1743658200,25,Fear,2025-04-03,1.1257071592050596,Buy
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-04,68,-56099.920000000006,93478.08,4805.345609999999,7,0,0.0,68,1.0,1743744600,28,Fear,2025-04-04,1.454505351348368,Buy
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-05-02,25,-9045.4,9045.4,0.0,0,0,0.0,25,0.0,1746163800,67,Greed,2025-05-02,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-01-12,3,96345.0,96345.0,0.0,0,0,0.0,3,0.0,1705037400,71,Greed,2024-01-12,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-02-12,6,496.7,496.7,0.0,0,0,0.0,6,0.0,1707715800,70,Greed,2024-02-12,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-04-12,10,-96528.79,96952.21,33.26141600000001,2,3,-75.381453,10,0.4,1712899800,79,Extreme Greed,2024-04-12,0.015503990415496072,Hold
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-05-12,2,43.42,43.42,0.0,0,0,0.0,2,0.0,1715491800,56,Greed,2024-05-12,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-06-12,1,23.22,23.22,0.0,0,0,0.0,1,0.0,1718170200,72,Greed,2024-06-12,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-07-12,3,216.82999999999998,216.82999999999998,0.0,0,0,0.0,3,0.0,1720762200,25,Fear,2024-07-12,0.0,Buy
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-08-12,5,158.36,1058.3600000000001,-21.54374,0,2,-18.85823,5,0.0,1723440600,25,Fear,2024-08-12,-1.0969049424191433,Buy
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-09-12,4,133.82,133.82,0.0,0,0,0.0,4,0.0,1726119000,31,Fear,2024-09-12,0.0,Buy
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-12,1,47.88,47.88,0.0,0,0,0.0,1,0.0,1728711000,49,Neutral,2024-10-12,0.0,Hold
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-01-01,5,42.24,42.24,0.0,0,0,0.0,5,0.0,1735709400,66,Greed,2025-01-01,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-02,19,1525.71,1525.71,0.0,0,0,0.0,19,0.0,1738474200,60,Greed,2025-02-02,0.0,Sell
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-03-02,8,872.23,872.23,0.0,0,0,0.0,8,0.0,1740893400,26,Fear,2025-03-02,0.0,Buy
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-04-01,2,61.599999999999994,61.599999999999994,0.0,0,0,0.0,2,0.0,1743485400,34,Fear,2025-04-01,0.0,Buy
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-04-02,104,-2397.1,2457.40324,9167.620989,49,0,0.0,104,1.0,1743571800,44,Fear,2025-04-02,2.236067976954727,Buy
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-05-01,1,18.51,18.51,0.0,0,0,0.0,1,0.0,1746077400,53,Neutral,2025-05-01,0.0,Hold
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-05-02,327,4.4600000000001,29720.44,1843.301845,126,29,-11.802841,327,0.8129032258064516,1746163800,67,Greed,2025-05-02,0.46375142736292513,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-01-06,25,0.0,499938.0,91.510419,9,0,0.0,25,1.0,1704519000,70,Greed,2024-01-06,0.023095402693053522,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-01-08,34,0.3872099999999606,8696.75809,167.080017,4,3,-8.714336,34,0.5714285714285714,1704691800,71,Greed,2024-01-08,0.042411375599380435,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-01-09,12,2309.67886,5846.961139999999,137.433093,5,0,0.0,12,1.0,1704778200,76,Extreme Greed,2024-01-09,0.17560471124459318,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-01-12,123,14155.0,85717.6,1169.432253,55,0,0.0,123,1.0,1705037400,71,Greed,2024-01-12,1.48023898885781,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-02-06,93,-5630.5,31288.5,192.906947,34,0,0.0,93,1.0,1707197400,64,Greed,2024-02-06,0.42055844536179166,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-02-08,15,-31.13721,31.13721,228.247701,12,0,0.0,15,1.0,1707370200,66,Greed,2024-02-08,0.5150977652551938,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-02-12,8,-3475.4,4916.6,254.15562,1,0,0.0,8,1.0,1707715800,70,Greed,2024-02-12,0.5851707272062816,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-03-06,70,5630.5,19199.3,562.808208,44,0,0.0,70,1.0,1709703000,75,Extreme Greed,2024-03-06,1.3660454193658151,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-03-08,1,30.75,30.75,464.1897,1,0,464.1897,1,1.0,1709875800,81,Extreme Greed,2024-03-08,2.843995926568629,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-03-12,6,4196.0,5668.2,-158.695661,0,4,-112.995805,6,0.0,1710221400,81,Extreme Greed,2024-03-12,-0.5707697381850113,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-04-06,53,-9.228728892196614e-16,2483.33818,52.211438,25,0,0.0,53,1.0,1712381400,75,Extreme Greed,2024-04-06,0.176820127523798,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-04-08,17,0.0,2.2104999999999997,109.005815,3,0,0.0,17,1.0,1712554200,76,Extreme Greed,2024-04-08,0.36333470501508347,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-05-06,54,9.095502129241595e-14,2452.07392,56.055506,16,1,-0.00696,54,0.9411764705882353,1714973400,71,Greed,2024-05-06,0.24837025464209855,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-05-08,17,0.0,0.79322,160.44369899999998,7,0,0.0,17,1.0,1715146200,64,Greed,2024-05-08,1.3201443269525188,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-06-06,234,2.7000623958883807e-13,71093.724,274.173187,100,2,-0.335041,234,0.9803921568627451,1717651800,78,Extreme Greed,2024-06-06,2.9882916804856228,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-06,374,2246.94,272065.1423,1573.244278,146,2,-0.2232,374,0.9864864864864865,1720243800,26,Fear,2024-07-06,2.451978772010127,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-08-06,22,-2246.94,2413.062,129.13883900000002,8,0,0.0,22,1.0,1722922200,17,Extreme Fear,2024-08-06,0.20205517790062738,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-09-08,69,-4.547473508864641e-13,23637.744599999998,151.092375,17,1,-0.26061,69,0.9444444444444444,1725773400,29,Fear,2024-09-08,0.2412893549180941,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-09-11,77,-6354.126300000001,77020.9263,102.90894,19,25,-0.025116,77,0.4318181818181818,1726032600,37,Fear,2024-09-11,0.1624451506292726,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-06,49,-5.684341886080802e-14,5352.0,31.266804999999998,18,0,0.0,49,1.0,1728192600,50,Neutral,2024-10-06,0.04746092280849893,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-11,164,-802619.109,835894.28778,442.748384,45,0,0.0,164,1.0,1728624600,32,Fear,2024-10-11,2.7979954870464594,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-06,27,0.0,6127.42626,51.081143,9,0,0.0,27,1.0,1730871000,70,Greed,2024-11-06,0.3057688377314711,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-11,172,800295.55191,3045660.94939,4876.874304,79,4,-3.52203,172,0.9518072289156626,1731303000,76,Extreme Greed,2024-11-11,2.3032477021937154,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-12-06,217,3.979039320256561e-13,36451.51234,-21886.531493,21,57,-2806.5,217,0.2692307692307692,1733463000,72,Greed,2024-12-06,-2.066571221945944,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-12-11,91,8677.683390000002,142660.65511,1441.27965,22,8,-3.50649,91,0.7333333333333333,1733895000,74,Greed,2024-12-11,0.13445385846711844,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-02,60,-17699.01,172463.51,1579.909758,29,5,-54.973416,60,0.8529411764705882,1735795800,70,Greed,2025-01-02,0.14598006851752623,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-05,19,2398.0,5175.6,-200.94846,0,14,-34.60803,19,0.0,1736055000,72,Greed,2025-01-05,-0.018594584698356557,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-01,77,-126653.61916,128925.99915999999,45.086985,10,0,0.0,77,1.0,1738387800,68,Greed,2025-02-01,0.004446467475045583,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-02,60,103157.92878,108696.82878,1023.934713,15,1,-1.294722,60,0.9375,1738474200,60,Greed,2025-02-02,1.2606189801489966,Sell
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-01,177,-140836.84317,198771.20317,909.1721379999999,32,0,0.0,177,1.0,1740807000,20,Extreme Fear,2025-03-01,1.2373794982330373,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-02,138,-9429.468780000001,101285.09244,1474.607584,67,0,0.0,138,1.0,1740893400,26,Fear,2025-03-02,2.097501656272191,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-03,68,46752.58217,178482.18817,468.35197800000003,23,8,-36.251709,68,0.7419354838709677,1740979800,33,Fear,2025-03-03,0.8565896482621765,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-04,6,34.97,34.97,0.0,0,0,0.0,6,0.0,1741066200,15,Extreme Fear,2025-03-04,0.0,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-04-01,51,-60458.9969,61093.196899999995,30.818079,2,0,0.0,51,1.0,1743485400,34,Fear,2025-04-01,0.049362900445010675,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-04-02,6,-134429.0,134429.0,0.0,0,0,0.0,6,0.0,1743571800,44,Fear,2025-04-02,0.0,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-04-03,8,6.4321399999999995,6.4321399999999995,54.2704,1,0,0.0,8,1.0,1743658200,25,Fear,2025-04-03,0.26968065925227686,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-04-04,54,-34.969999999999864,9732.59094,586.623362,17,0,0.0,54,1.0,1743744600,28,Fear,2025-04-04,2.310800832150108,Buy
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-05-01,51,-139808.9,197666.3,151.429584,9,0,0.0,51,1.0,1746077400,53,Neutral,2025-05-01,0.6241659671731521,Hold
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-05-02,20,134429.0,701653.8,554.257954,12,0,0.0,20,1.0,1746163800,67,Greed,2025-05-02,1.9765049629952511,Sell
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-02,169,0.0,600000.0,12245.905048999999,75,0,0.0,169,1.0,1738474200,60,Greed,2025-02-02,2.2970110074899264,Sell
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-01-02,18,-904.91,904.91,923.487443,18,0,0.309666,18,1.0,1735795800,70,Greed,2025-01-02,0.17637404641256121,Sell
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-01-05,288,367.0258,6055.83818,1449.529436,101,0,0.0,288,1.0,1736055000,72,Greed,2025-01-05,0.2812135569442609,Sell
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-02,29,1505.31,1505.31,0.0,0,0,0.0,29,0.0,1738474200,60,Greed,2025-02-02,0.0,Sell
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-03,32,-44072.0,46196.0,625.512206,16,0,0.0,32,1.0,1738560600,44,Fear,2025-02-03,0.1210379263742701,Buy
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-03-02,15,-2716.74046,2898.65954,2161.6751200000003,6,0,0.0,15,1.0,1740893400,26,Fear,2025-03-02,2.634755410561895,Buy
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-03-03,176,162.9099999999997,127840.91,60.171373,15,1,-3.8e-05,176,0.9375,1740979800,33,Fear,2025-03-03,0.06454562655322273,Buy
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-02,731,107263.84337999999,377145.75098,4624.583773,138,11,-24.12705,731,0.9261744966442953,1743571800,44,Fear,2025-04-02,2.365483839191816,Buy
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-03,40,826.77,826.77,0.0,0,0,0.0,40,0.0,1743658200,25,Fear,2025-04-03,0.0,Buy
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-05-02,368,-36865.73102000001,340467.99578,-6194.283149,45,60,-7104.920076,368,0.42857142857142855,1746163800,67,Greed,2025-05-02,-1.5443858678387459,Sell
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-01-12,61,-6490.219999999999,8635.5,34709.852428,49,0,0.0,61,1.0,1705037400,71,Greed,2024-01-12,2.1484024974267872,Sell
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-03-08,16,50.031,50.031,0.0,0,0,0.0,16,0.0,1709875800,81,Extreme Greed,2024-03-08,0.0,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-03-12,34,10864.58,10864.58,0.0,0,0,0.0,34,0.0,1710221400,81,Extreme Greed,2024-03-12,0.0,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-04-08,10,4141.969,4242.031,-14176.51042,0,2,-10309.40032,10,0.0,1712554200,76,Extreme Greed,2024-04-08,-0.7569571890549278,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-05-08,2,156532.0,156532.0,0.0,0,0,0.0,2,0.0,1715146200,64,Greed,2024-05-08,0.0,Sell
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-08,1,2136.66,2136.66,0.0,0,0,0.0,1,0.0,1720416600,28,Fear,2024-07-08,0.0,Buy
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-11,95,-47005.29,51380.71,3360.9281,48,0,0.0,95,1.0,1720675800,29,Fear,2024-07-11,0.48910625733981444,Buy
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-08,4,-2136.4463382,2136.4463382,-40.712216999999995,0,3,-29.513287,4,0.0,1723095000,20,Extreme Fear,2024-08-08,-0.005927476143563495,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-09,1,-0.93414,0.93414,0.0,0,0,0.0,1,0.0,1723181400,48,Neutral,2024-08-09,0.0,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-09-08,2,813.96,813.96,0.0,0,0,0.0,2,0.0,1725773400,29,Fear,2024-09-08,0.0,Buy
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-09,2,-0.7621,0.7621,-219.729659,0,2,-182.031768,2,0.0,1728451800,49,Neutral,2024-10-09,-0.14315947173952465,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-12,8,8163.28,8163.28,0.0,0,0,0.0,8,0.0,1728711000,49,Neutral,2024-10-12,0.0,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-12,15,-10972.0,10972.0,994.238977,15,0,2.514094,15,1.0,1731389400,80,Extreme Greed,2024-11-12,2.076724559397508,Hold
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-12,4,-78108.8,78108.8,2512.437585,4,0,75.059288,4,1.0,1733981400,83,Extreme Greed,2024-12-12,2.206030150447037,Hold
